student_id,math_score,language_score,absences,participation,homework_completion,previous_performance,has_difficulty
23,6.601292307031886,8.683353173123319,3,0.4587004963906009,0.3569441464493298,7.115033791908046,0
24,4.362877720679815,5.317778724649263,12,0.6949695250700993,0.35938639985963433,9.46161859746931,1
25,5.683425913212226,7.7042285125603245,3,0.6840830624683394,0.9906477049508227,6.949319908678064,0
26,6.666383884564799,9.628546750971974,0,0.5039211219460091,0.5619895570292842,8.816641711152862,0
27,4.773509633866546,5.8113564098431745,7,0.6603109895427839,0.5594495029468236,7.0209647737795,1
28,7.063547027518508,6.320442724476674,13,0.639102840638424,0.8689596970802518,8.299218742356992,0
29,5.599041965121793,7.11958163810517,13,0.76951005883133,0.9630740041687011,8.1345538005177,0
30,6.062459375310085,6.395829215060561,11,0.7810561905205863,0.9902007446760095,7.015914572260597,0
31,5.597440081655905,5.139203882720641,2,0.42718240586322676,0.8273647296812592,5.473501778559198,0
32,9.278417276763406,7.082275569767233,6,0.6247675687758827,0.5633817098716409,6.450177230692364,0
33,6.479754162893099,5.725235543528674,14,0.7755159494285419,0.3584505016890681,8.735758726049824,0
34,4.91343360656615,7.568310916762218,11,0.7018817551480526,0.8440028411492058,7.941172719024148,1
35,7.733817368154783,5.896690918919436,1,0.9138939047129934,0.6908829748150636,6.2362545751965985,0
36,4.668734525043467,8.859921286021047,1,0.795216178971367,0.5969554064728834,6.35499876978828,1
37,6.813295392507133,6.060096049196516,6,0.49776065624885785,0.9344480695663151,4.549864965104762,0
38,3.5604948141803368,6.6135261805531895,14,0.4423412484402579,0.3778382376143059,8.677640429576353,1
39,4.507720926652354,7.9762206608436035,5,0.7854515669237894,0.6448375730036013,7.951882628319999,1
40,6.795291853803685,5.522962820279254,2,0.41590678632497313,0.3079475513371933,6.621798832645591,0
41,7.607699869993116,7.272951921524955,8,0.751465348764078,0.6280624493958884,7.060174744925449,0
42,6.757052421784956,8.568571305138914,9,0.9641381448549745,0.33941229297728615,3.9778744234304666,0
43,6.326527576417639,5.071020118526527,14,0.7452845067255274,0.38317254138765033,6.167271155144426,0
44,6.048344456616067,7.221560630238765,13,0.6329019557239132,0.3822683727439734,8.534779333123376,0
45,4.282217014448859,7.311859353098108,12,0.785972931065412,0.7544472114812444,8.076011589749106,1
46,5.420233687407937,7.938187446132773,5,0.6749517342949101,0.8222314154857964,7.229910724183111,0
47,5.809041843560319,5.515659146946302,9,0.727370073589561,0.7083581355680117,6.780866263774582,0
48,8.085683339328373,5.415452064298869,9,0.9648788852659151,0.9735207839321793,7.835327058605224,0
49,7.015427434352692,7.626329878740277,5,0.6316615826804646,0.5624094056665928,6.4341993614835875,0
50,3.8554397669558993,7.356381607879824,0,0.9767143382943485,0.4999984603973025,4.63589884494649,1
51,6.986125954092192,7.300591420415052,3,0.9432103851736382,0.9080193897326221,6.791941118423965,0
52,5.922376579375525,7.415737851396371,9,0.5174746808735778,0.4565170869636168,7.32405512521125,0
53,5.484616999541062,6.183970334105811,5,0.4416167805250993,0.974255777608428,8.259480990237428,0
54,7.417514433261302,7.2787044365932045,14,0.460466800826456,0.30850813228287144,4.926445511355201,0
55,8.046499283743927,7.351686967958417,5,0.41093309539092987,0.9789151786953472,6.640215301483108,0
56,7.896920178674298,6.142778298368358,10,0.45666577645355705,0.33021193836540325,6.70210524881834,0
57,5.241173715166042,9.238929413373707,11,0.8098040640498141,0.9238001795886497,5.3683725236987545,0
58,6.0361814362231785,7.568599505094145,4,0.44271318907613744,0.6693907763604099,7.433975257400282,0
59,6.996895147105346,5.570435803356822,0,0.5913853781762568,0.9950753572835103,7.7715784410953415,0
60,7.963317690683539,7.787864330360596,7,0.9069251865816728,0.3516575953147792,6.422099999559643,0
61,5.781238643232065,5.8303819957272145,4,0.41396316144149553,0.6876979990809244,9.471620391207914,0
62,6.221511535004274,7.944501524490942,11,0.8886810895533614,0.9785117749333692,6.384831990206244,0
63,4.840497538990958,8.390314694808884,11,0.56911286486404,0.6661684909191041,6.219311488102132,1
64,4.705690063878993,6.015181217977948,11,0.4708988965729938,0.7405790466946838,6.181627247640817,1
65,7.718788733591297,8.156051355093187,4,0.8180422992184904,0.787024082289232,5.739851204724965,0
66,8.534360042856235,7.4953371123237975,6,0.7773657080679304,0.6181787453374412,6.073266858795986,0
67,6.391984817629499,7.986472191993388,3,0.9264832081162317,0.7392906560588444,4.935684469997718,0
68,8.005299346838036,9.276151579184736,5,0.8410426262823314,0.7090200183461701,6.5510073289127195,0
69,7.042454037571451,6.705534260796555,12,0.8820885582309091,0.9308106073436921,6.874716203931586,0
70,5.532320368092313,6.095516602771013,3,0.5692207435427838,0.3318124662390205,3.8323567629469624,0
71,7.0420934082626205,5.932582684449372,13,0.5064637262678338,0.49667423271456124,6.667465633776187,0
72,8.807054849698954,6.021027658041474,14,0.850368850984515,0.9652880388535912,6.854774306264508,0
73,6.446260941335073,6.907477948703075,2,0.8841008435603583,0.9231846487236415,7.468965687897701,0
74,8.846965483721009,7.409382369779973,6,0.994303085200404,0.618959726949999,8.366025594348573,0
75,2.5703823438653837,7.332028959196023,7,0.6475706061468559,0.7340928184610757,7.9067605439806625,1
76,7.732853756562836,7.992619898843229,3,0.6232108514756699,0.49416682808679285,5.993527160703782,0
77,6.630570602357257,7.015602270253488,12,0.8658477764451982,0.4316848118066329,5.8426641760650595,0
78,6.051488974301199,8.744240892588781,1,0.6044821241518107,0.6245888834579875,7.55335572201481,0
79,6.637641164803253,6.682411800114453,11,0.9584543953621388,0.547346559618237,6.088536212761222,0
80,3.5186466280986606,10.0,9,0.9150476511058071,0.7085592782956105,5.203529775139288,1
81,6.170492168243732,7.750800817318007,13,0.657396416425011,0.35441424587548936,9.886384266420775,0
82,7.03566885726762,5.971410932300461,2,0.8505226406748985,0.9820763653663165,6.396058455997648,0
83,8.716841067112274,5.714929002326665,0,0.8527257244508094,0.990347521135722,5.985518562504893,0
84,5.722594672589529,7.578966898291823,7,0.4618743213015596,0.7887131998138215,3.9502309268854274,0
85,5.287259595660219,6.7318446576089785,14,0.94153174400774,0.6752674564408843,7.906822720092477,0
86,5.747364434623195,7.856800592910511,2,0.7031514234687143,0.5166693314004294,5.515683400464496,0
87,7.873103176553111,7.567885149488253,11,0.895874479664645,0.869656513794864,6.837206727438174,0
88,6.993126664489527,6.912605304811753,9,0.5920297606183671,0.7793118207877154,8.059210103195747,0
89,5.705359694349442,5.983847538317914,6,0.9373139370977203,0.4138318575414239,5.536050887958707,0
90,7.269901149670034,5.182183330376962,9,0.6335210072404979,0.9376490291456896,6.9033271873628,0
91,6.64561632402206,6.464182057519575,4,0.406502590888179,0.8757760700462183,8.780923633251952,0
92,7.952967485799334,8.027678553188167,9,0.9432291858515582,0.9648599393043469,3.606228826077477,0
93,5.446920359183972,7.2569124929562445,4,0.45477200607168017,0.808003655871852,5.746342398927015,0
94,6.008506780103348,5.505113465545614,13,0.5915881825542489,0.7293906371550529,5.624095551076807,0
95,5.911837770301764,7.207817111021418,6,0.9700371802304829,0.5927701254034332,6.557023340671468,0
96,4.304727577801822,7.4623808556746045,14,0.9703642881625336,0.9529099383478092,6.7378718594144,1
97,6.944180415596864,5.939371076558641,8,0.7440627328739717,0.9062447226502859,5.4203585771694325,0
98,6.891582908269834,7.184470127134634,11,0.7791023273018796,0.33165306907433256,5.949314650053079,0
99,6.5076701849636915,7.0698504621352,4,0.6690673131869919,0.3184568821480764,5.79480753841133,0
100,6.14811929993728,5.628435642603252,0,0.5759264630188388,0.5635243568146346,6.34397398127527,0
